question,choices,correct,type,model_response,model_response_color,correct_color,accuracy_baseline,accuracy
controlbox_rot_s_3.jpg,"['brown', 'pink', 'red', 'pink']",['brown'],1,2,red,brown,0.25,0
towel_rot_s_2.jpg,"['brown', 'green', 'yellow', 'pink']",['brown'],1,2,yellow,brown,0.25,0
controlbox_rot_s_4.jpg,"['brown', 'green', 'blue', 'brown']",['brown'],1,2,blue,brown,0.25,0
box_hat_rot_s_4.jpg,"['brown', 'green', 'green', 'brown']",['brown'],1,0,brown,brown,0.25,1
tape_dispenser_rot_s_8.jpg,"['brown', 'purple', 'yellow', 'purple']",['brown'],1,1,purple,brown,0.25,0
briefcase_rot_s_2.jpg,"['brown', 'purple', 'blue', 'red']",['brown'],1,2,blue,brown,0.25,0
cardboard_rot_s_4.jpg,"['brown', 'red', 'pink', 'red']",['brown'],1,1,red,brown,0.25,0
tape_dispenser_rot_s_7.jpg,"['brown', 'yellow', 'red', 'brown']",['brown'],1,2,red,brown,0.25,0
clamp_rot_s_9.jpg,"['pink', 'red', 'yellow', 'green']",['pink'],1,1,red,pink,0.25,0
takeout_container_rot_s_2.jpg,"['pink', 'green', 'brown', 'green']",['pink'],1,2,brown,pink,0.25,0
container_open_rot_s_3.jpg,"['pink', 'brown', 'green', 'green']",['pink'],1,1,brown,pink,0.25,0
chair_recliner_rot_s_10.jpg,"['pink', 'green', 'green', 'yellow']",['pink'],1,3,yellow,pink,0.25,0
cocktail_umbrella_rot_s_1.jpg,"['pink', 'yellow', 'blue', 'brown']",['pink'],1,2,blue,pink,0.25,0
packingtape_rot_s_5.jpg,"['pink', 'brown', 'purple', 'green']",['pink'],1,2,purple,pink,0.25,0
gloves_rot_s_7.jpg,"['pink', 'yellow', 'blue', 'yellow']",['pink'],1,2,blue,pink,0.25,0
handbag_rot_s_3.jpg,"['pink', 'pink', 'yellow', 'purple']",['pink'],1,3,purple,pink,0.25,0
jug_rot_s_1.jpg,"['pink', 'purple', 'purple', 'blue']",['pink'],1,3,blue,pink,0.25,0
takeout_container_rot_s_1.jpg,"['pink', 'blue', 'purple', 'yellow']",['pink'],1,1,blue,pink,0.25,0
nailpolish_rot_s_1.jpg,"['pink', 'brown', 'red', 'green']",['pink'],1,2,red,pink,0.25,0
packingtape_rot_s_6.jpg,"['pink', 'pink', 'pink', 'red']",['pink'],1,3,red,pink,0.25,0
pail_rot_s_6.jpg,"['pink', 'blue', 'purple', 'purple']",['pink'],1,1,blue,pink,0.25,0
jug_rot_s_2.jpg,"['pink', 'blue', 'brown', 'brown']",['pink'],1,1,blue,pink,0.25,0
container_open_rot_s_1.jpg,"['pink', 'green', 'yellow', 'pink']",['pink'],1,2,yellow,pink,0.25,0
jacket_rot_s_1.jpg,"['pink', 'purple', 'pink', 'blue']",['pink'],1,3,blue,pink,0.25,0
gloves_rot_s_8.jpg,"['pink', 'brown', 'yellow', 'purple']",['pink'],1,3,purple,pink,0.25,0
fakeapple_rot_s_7.jpg,"['pink', 'green', 'brown', 'pink']",['pink'],1,2,brown,pink,0.25,0
container_open_rot_s_4.jpg,"['pink', 'red', 'yellow', 'purple']",['pink'],1,1,red,pink,0.25,0
hand_puppet_rot_s_5.jpg,"['pink', 'red', 'purple', 'pink']",['pink'],1,1,red,pink,0.25,0
theater_seats_rot_s_2.jpg,"['pink', 'red', 'purple', 'red']",['pink'],1,1,red,pink,0.25,0
cocktail_umbrella_rot_s_2.jpg,"['pink', 'green', 'red', 'yellow']",['pink'],1,2,red,pink,0.25,0
accordion_rot_s_7.jpg,"['pink', 'brown', 'brown', 'green']",['pink'],1,1,brown,pink,0.25,0
chair_recliner_rot_s_9.jpg,"['pink', 'pink', 'blue', 'yellow']",['pink'],1,2,blue,pink,0.25,0
nailpolish_rot_s_2.jpg,"['pink', 'red', 'brown', 'purple']",['pink'],1,1,red,pink,0.25,0
hand_puppet_rot_s_6.jpg,"['pink', 'green', 'yellow', 'pink']",['pink'],1,2,yellow,pink,0.25,0
briefcase_rot_s_3.jpg,"['pink', 'brown', 'brown', 'red']",['pink'],1,3,red,pink,0.25,0
clamp_rot_s_10.jpg,"['pink', 'pink', 'yellow', 'yellow']",['pink'],1,2,yellow,pink,0.25,0
jacket_rot_s_2.jpg,"['pink', 'brown', 'green', 'yellow']",['pink'],1,3,yellow,pink,0.25,0
theater_seats_rot_s_1.jpg,"['pink', 'pink', 'yellow', 'pink']",['pink'],1,2,yellow,pink,0.25,0
pail_rot_s_5.jpg,"['pink', 'pink', 'yellow', 'yellow']",['pink'],1,2,yellow,pink,0.25,0
Scanner_rot_s_3.jpg,"['pink', 'brown', 'red', 'red']",['pink'],1,2,red,pink,0.25,0
controlbox_rot_s_5.jpg,"['purple', 'green', 'blue', 'purple']",['purple'],1,2,blue,purple,0.25,0
fuel_tank_rot_s_9.jpg,"['purple', 'brown', 'green', 'brown']",['purple'],1,0,purple,purple,0.25,1
phone_antique_rot_s_8.jpg,"['purple', 'brown', 'brown', 'blue']",['purple'],1,3,blue,purple,0.25,0
flask_rot_s_10.jpg,"['purple', 'green', 'yellow', 'brown']",['purple'],1,0,purple,purple,0.25,1
cocktail_umbrella_rot_s_3.jpg,"['purple', 'green', 'green', 'brown']",['purple'],1,0,purple,purple,0.25,1
tissues_rot_s_9.jpg,"['purple', 'brown', 'yellow', 'yellow']",['purple'],1,0,purple,purple,0.25,1
tool_box_rot_s_1.jpg,"['purple', 'red', 'yellow', 'green']",['purple'],1,1,red,purple,0.25,0
cocktail_umbrella_rot_s_4.jpg,"['purple', 'yellow', 'yellow', 'pink']",['purple'],1,0,purple,purple,0.25,1
chair_recliner_rot_s_8.jpg,"['purple', 'green', 'yellow', 'green']",['purple'],1,0,purple,purple,0.25,1
tissues_rot_s_8.jpg,"['purple', 'blue', 'red', 'brown']",['purple'],1,1,blue,purple,0.25,0
towel_rot_s_3.jpg,"['purple', 'red', 'brown', 'green']",['purple'],1,1,red,purple,0.25,0
accordion_rot_s_4.jpg,"['purple', 'yellow', 'pink', 'yellow']",['purple'],1,0,purple,purple,0.25,1
kettle_rot_s_6.jpg,"['purple', 'brown', 'purple', 'pink']",['purple'],1,0,purple,purple,0.25,1
tape_dispenser_rot_s_1.jpg,"['purple', 'red', 'red', 'red']",['purple'],1,1,red,purple,0.25,0
jug_rot_s_4.jpg,"['purple', 'brown', 'brown', 'yellow']",['purple'],1,0,purple,purple,0.25,1
fuel_tank_rot_s_10.jpg,"['purple', 'blue', 'purple', 'yellow']",['purple'],1,1,blue,purple,0.25,0
tape_dispenser_rot_s_2.jpg,"['purple', 'blue', 'red', 'brown']",['purple'],1,1,blue,purple,0.25,0
tool_box_rot_s_2.jpg,"['purple', 'pink', 'brown', 'purple']",['purple'],1,0,purple,purple,0.25,1
pitcher_rot_s_5.jpg,"['purple', 'yellow', 'pink', 'blue']",['purple'],1,3,blue,purple,0.25,0
controlbox_rot_s_6.jpg,"['purple', 'yellow', 'brown', 'red']",['purple'],1,3,red,purple,0.25,0
flask_rot_s_9.jpg,"['purple', 'green', 'red', 'green']",['purple'],1,2,red,purple,0.25,0
chapstick_rot_s_8.jpg,"['purple', 'red', 'purple', 'yellow']",['purple'],1,1,red,purple,0.25,0
sponge_rot_s_10.jpg,"['purple', 'blue', 'brown', 'green']",['purple'],1,1,blue,purple,0.25,0
jacket_rot_s_3.jpg,"['purple', 'yellow', 'pink', 'green']",['purple'],1,0,purple,purple,0.25,1
holy_vase_rot_s_2.jpg,"['purple', 'purple', 'green', 'pink']",['purple'],1,0,purple,purple,0.25,1
nailpolish_rot_s_4.jpg,"['purple', 'purple', 'red', 'green']",['purple'],1,2,red,purple,0.25,0
measuring_spoons_rot_s_6.jpg,"['purple', 'brown', 'yellow', 'yellow']",['purple'],1,0,purple,purple,0.25,1
accordion_rot_s_1.jpg,"['purple', 'blue', 'pink', 'purple']",['purple'],1,1,blue,purple,0.25,0
tape_dispenser_rot_s_3.jpg,"['purple', 'green', 'yellow', 'brown']",['purple'],1,0,purple,purple,0.25,1
tape_dispenser_rot_s_4.jpg,"['purple', 'blue', 'blue', 'brown']",['purple'],1,1,blue,purple,0.25,0
gift_box_rot_s_3.jpg,"['purple', 'purple', 'purple', 'pink']",['purple'],1,0,purple,purple,0.25,1
cardboard_rot_s_5.jpg,"['purple', 'brown', 'red', 'pink']",['purple'],1,2,red,purple,0.25,0
accordion_rot_s_2.jpg,"['purple', 'pink', 'green', 'pink']",['purple'],1,0,purple,purple,0.25,1
scanner_rot_s_4.jpg,"['purple', 'brown', 'blue', 'blue']",['purple'],1,2,blue,purple,0.25,0
hand_puppet_rot_s_10.jpg,"['purple', 'green', 'purple', 'red']",['purple'],1,3,red,purple,0.25,0
jug_rot_s_3.jpg,"['purple', 'blue', 'pink', 'yellow']",['purple'],1,1,blue,purple,0.25,0
razor_rot_s_4.jpg,"['purple', 'yellow', 'pink', 'yellow']",['purple'],1,0,purple,purple,0.25,1
extension_cord_s_10.jpg,"['purple', 'red', 'purple', 'red']",['purple'],1,1,red,purple,0.25,0
takeout_container_rot_s_3.jpg,"['purple', 'red', 'green', 'red']",['purple'],1,1,red,purple,0.25,0
chapstick_rot_s_7.jpg,"['purple', 'blue', 'green', 'pink']",['purple'],1,1,blue,purple,0.25,0
box_hat_rot_s_6.jpg,"['purple', 'green', 'pink', 'blue']",['purple'],1,3,blue,purple,0.25,0
chair_recliner_rot_s_7.jpg,"['purple', 'green', 'brown', 'blue']",['purple'],1,3,blue,purple,0.25,0
cardboard_rot_s_6.jpg,"['purple', 'blue', 'red', 'pink']",['purple'],1,1,blue,purple,0.25,0
razor_rot_s_3.jpg,"['purple', 'pink', 'red', 'green']",['purple'],1,2,red,purple,0.25,0
pitcher_rot_s_6.jpg,"['purple', 'blue', 'brown', 'blue']",['purple'],1,1,blue,purple,0.25,0
jacket_rot_s_4.jpg,"['purple', 'blue', 'pink', 'pink']",['purple'],1,1,blue,purple,0.25,0
kettle_rot_s_5.jpg,"['purple', 'pink', 'blue', 'red']",['purple'],1,2,blue,purple,0.25,0
theater_seats_rot_s_3.jpg,"['purple', 'purple', 'pink', 'red']",['purple'],1,3,red,purple,0.25,0
tissues_rot_s_7.jpg,"['purple', 'brown', 'pink', 'blue']",['purple'],1,3,blue,purple,0.25,0
notecards_rot_s_2.jpg,"['purple', 'yellow', 'blue', 'red']",['purple'],1,2,blue,purple,0.25,0
hand_puppet_rot_s_9.jpg,"['purple', 'brown', 'pink', 'green']",['purple'],1,0,purple,purple,0.25,1
extension_cord_rot_s_1.jpg,"['purple', 'pink', 'brown', 'yellow']",['purple'],1,0,purple,purple,0.25,1
sponge_rot_s_9.jpg,"['purple', 'green', 'pink', 'pink']",['purple'],1,0,purple,purple,0.25,1
gift_box_rot_s_4.jpg,"['purple', 'red', 'purple', 'green']",['purple'],1,1,red,purple,0.25,0
notebook_rot_s_10.jpg,"['purple', 'pink', 'brown', 'green']",['purple'],1,0,purple,purple,0.25,1
chair_rot_s_6.jpg,"['purple', 'purple', 'green', 'yellow']",['purple'],1,0,purple,purple,0.25,1
measuring_spoons_rot_s_5.jpg,"['purple', 'brown', 'green', 'red']",['purple'],1,3,red,purple,0.25,0
theater_seats_rot_s_4.jpg,"['purple', 'brown', 'green', 'pink']",['purple'],1,0,purple,purple,0.25,1
nailpolish_rot_s_3.jpg,"['purple', 'red', 'brown', 'pink']",['purple'],1,1,red,purple,0.25,0
lotion_rot_s_6.jpg,"['purple', 'purple', 'brown', 'red']",['purple'],1,3,red,purple,0.25,0
phone_antique_rot_s_7.jpg,"['purple', 'pink', 'pink', 'yellow']",['purple'],1,0,purple,purple,0.25,1
extension_cord_rot_s_3.jpg,"['purple', 'green', 'green', 'red']",['purple'],1,3,red,purple,0.25,0
notecards_rot_s_1.jpg,"['purple', 'purple', 'purple', 'red']",['purple'],1,3,red,purple,0.25,0
notebook_rot_s_9.jpg,"['purple', 'brown', 'pink', 'brown']",['purple'],1,0,purple,purple,0.25,1
lotion_rot_s_5.jpg,"['purple', 'purple', 'blue', 'red']",['purple'],1,2,blue,purple,0.25,0
takeout_container_rot_s_4.jpg,"['purple', 'green', 'red', 'pink']",['purple'],1,2,red,purple,0.25,0
box_hat_rot_s_5.jpg,"['purple', 'blue', 'red', 'red']",['purple'],1,1,blue,purple,0.25,0
holy_vase_rot_s_1.jpg,"['purple', 'pink', 'green', 'blue']",['purple'],1,3,blue,purple,0.25,0
